Country Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Peru,7.3471,10.03529,4.32825,6.54787,5.62173,8.23892,3.85256,0.15224,3.51446,3.36595,4.59054,3.47754,6.27693,9.38683,4.30086,1.44711,0.34906,-2.6425,4.09075,5.94334,5.55204,-0.22272,-10.40809,3.60829,2.06113,9.42596,9.72615,-9.44127,-12.31204,-4.98256,2.21926,-0.54051,5.24358,12.30837,7.4114,2.79897,6.47682,-0.39154,1.49491,2.69437,0.61789,5.45353,4.16502,4.9582,6.28506,7.5289,8.51839,9.12657,1.09582,8.33246,6.32719,6.13972,5.85252,2.38216,3.25224,3.95332,2.51884,3.96935,2.24063,-10.86964,13.41753,2.68387
Puerto Rico,7.04174,8.32331,8.65105,7.06092,9.20484,7.49915,6.22322,5.18043,9.37523,8.39792,6.36545,7.17357,6.3449,2.91738,-0.65457,6.24309,5.95068,6.93195,7.90682,4.24347,1.14795,-1.55664,-2.34197,5.92869,3.09744,4.97737,5.769,5.88837,4.33495,-2.84054,2.30439,4.56405,4.64453,4.18596,4.54899,2.31371,4.88009,5.53073,5.3897,3.27196,6.31347,0.91646,0.05342,8.74868,-1.98694,-1.40941,-1.16281,-1.84413,-1.95243,-0.41325,-0.35851,0.02928,-0.30683,-1.19036,-1.04944,-1.263,-2.88595,-4.36061,1.67506,-4.20281,0.43265,3.36097
Saint Kitts and Nevis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.9099,7.59768,8.44012,1.5469,0.54774,1.18672,8.86581,8.55007,10.85699,6.55035,9.22537,5.47979,4.87725,-1.86469,4.26897,6.80195,5.30172,5.38314,5.84284,6.82397,-0.48675,3.21989,10.04281,5.25345,1.36772,-3.93339,3.99635,9.73282,3.15038,0.6006,11.17853,-3.37931,0.04398,1.61661,-0.52576,5.70982,7.58148,0.71401,3.93,0.00751,2.05202,4.04706,-14.53053,-0.8801,9
Saint Lucia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.31194,3.79273,-2.22053,6.31025,2.08634,4.96538,7.26557,8.28777,14.40202,3.92373,13.89966,8.981,9.8907,0.37568,7.95308,0.5832,1.59856,1.74823,2.92259,-0.69413,6.28647,2.6706,0.04875,-3.40806,0.41645,4.26461,7.26741,-0.4103,6.19526,1.69162,4.94932,-2.8289,0.33043,4.32713,-0.11013,-2.00425,1.328,0.10112,3.42867,3.38779,2.88038,-0.64997,-24.36571,12.23194,15.4
Saint Vincent and the Grenadines,4.52728,3.69426,-6.26534,3.66973,0.88494,0,-9.52381,6.50971,2.86084,10.74589,2.96805,25.83149,-11.10134,-8.82059,-7.60871,10.37682,13.22941,9.77747,3.38222,2.44272,4.6139,4.47685,2.1686,6.58634,6.17935,5.59974,0.438,14.07469,1.40561,4.14919,1.13558,6.37794,4.25073,-1.24762,7.76665,1.28791,3.50515,4.09019,2.71031,1.63903,1.74823,5.34213,6.69134,4.1147,2.48856,6.99693,3.32297,0.40464,-1.37819,-4.47047,-0.60628,1.16911,2.46248,1.14576,2.78522,4.14957,1.54813,3.17538,0.66207,-3.73939,0.75373,4.95299
Suriname,4.8,3.9,5.6,6.5,12,19.2,12.1,7.6,4.5,2.7,3.9,-0.6,-1.8,0.4,2.8,8.8,10.2,6.6,-0.6,-8.8,7.1,-4.2,-3.9,-1.9,2,0.8,-6.2,7.8,4.2,-4.5,2.7,0.4,-6.7,3.4,0,1,5.7,2.3,-1.4,2.1,4.2,2.8,6.3,8.5,4.5,5.79354,5.11149,4.14341,3.0137,5.16883,5.84937,2.69035,2.93344,0.2555,-3.4111,-4.91579,1.56719,4.94827,1.1688,-15.9752,-2.72962,1.88772
Trinidad and Tobago,14.03707,2.74246,5.6046,7.6305,0.69385,4.05682,2.04252,5.21514,2.73068,3.53364,1.04034,5.78035,1.65642,3.8076,1.47797,6.40515,9.12179,10.01648,3.59937,10.39081,4.57721,3.79932,-10.30033,-5.75091,-4.11942,-3.27916,-4.56178,-3.91972,-0.82991,1.50917,3.11241,10.09298,-0.66911,3.56718,3.80991,7.13448,7.52285,8.12456,8.02482,6.90136,4.16852,7.93671,14.44099,7.95005,6.20894,13.20806,4.75421,3.39174,-4.39173,3.32322,-0.29435,6.61012,3.8438,3.32294,-0.75562,-6.76444,-4.707,-0.87097,0.11039,-7.67833,-1.02654,2.48095
Turks and Caicos Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.9723,1.07088,8.7113,11.31483,7.25118,-2.49022,5.61096,5.32455,-26.78288,8.97451,-0.49948
United States Virgin Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.39608,3.28589,3.48531,3.50499,4.01059,1.21862,-6.59479,0.59638,-8.20425,-14.8125,-6.28516,-1.77453,-0.42508,1.60085,-0.73529,1.90476,2.77778,-2.14701,-,-
Uruguay,2.49304,-1.57455,0.17046,2.44052,1.0456,3.06286,-3.65683,1.88891,5.86474,2.33321,-0.25171,-1.31957,0.2752,2.89534,6.09691,3.93547,1.45546,5.37399,6.19912,5.8434,1.55956,-9.75787,-10.2744,-1.14262,1.46654,8.80981,7.99314,1.48094,1.1039,0.29735,3.53881,7.93159,2.65755,7.28134,-1.4476,5.57796,8.54768,4.51889,-1.52095,-1.92993,-3.84413,-7.73201,0.80528,5.00416,7.46013,4.09858,6.54151,7.17614,4.24349,7.80341,5.16213,3.53818,4.63754,3.23879,0.37074,1.6898,1.74038,0.156,0.74443,-6.26298,5.27656,4.92187
Venezuela,3.19252,8.53293,3.90095,11.12935,4.16287,1.51025,2.83387,7.33723,0.70604,7.71191,1.47929,1.28281,7.10996,2.06933,2.89626,7.72774,6.27078,2.3469,0.76436,-4.42132,-0.36281,-2.07101,-3.76482,1.44216,0.1933,6.51035,3.58165,5.82137,-8.56988,6.46794,9.72989,6.06047,0.27539,-2.34951,3.95166,-0.19784,6.37093,0.29406,-5.97046,3.68694,3.39424,-8.85565,-7.7553,18.28661,10.31791,9.87215,8.75358,5.27785,-3.2023,-1.48879,4.17643,5.62596,1.34309,-3.89439,-,-,-,-,-,-,-,-
Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.74564,2.9486,1.10494,-1.2516,1.78064,5.63724,-0.78784,-1.42004,9.83655,-9.57564,-28.00214,-7.18711,9.55941,8.30287,13.32233,9.1,-10.91998,8.82942,12.8908,6.94622,8.29331,4.53652,5.52864,5.51467,5.52642,5.90266,5.98326,7.50004,3.35429,3.70694,2.54541,1.41724,1.00202,1.77445,2.21873,3.31498,3.8026,4.01935,2.08771,-3.30208,8.90853,4.84424
Andorra,-,-,-,-,-,-,-,-,-,-,4.64947,8.14974,7.78847,5.61879,0.54221,3.30379,2.83858,1.463,0.04156,2.20873,-0.13247,1.24646,1.77012,1.78469,2.32143,3.25332,5.54712,5.09433,4.82703,3.78139,2.546,0.92921,-1.03148,2.38318,2.7575,4.64974,9.06767,3.19479,4.09908,3.52836,8.11936,4.54636,8.6942,8.13568,5.3978,4.80869,1.55319,-5.55919,-5.30285,-1.97496,-0.00807,-4.97444,-3.5476,2.50447,1.43414,3.70968,0.34607,1.58877,2.01555,-11.18394,8.2872,8.80958
Austria,5.53798,2.64868,4.13827,6.12435,3.48017,5.64286,3.00805,4.47231,6.27587,6.32114,5.11497,6.20786,4.89044,3.94214,-0.36374,4.57845,5.07998,-0.21065,5.3567,1.73149,-0.14429,2.01125,2.97309,0.05127,2.49868,2.30139,1.35717,3.29588,3.88707,4.34564,3.44163,2.09352,0.52681,2.40212,2.66798,2.34953,2.0936,3.58143,3.55633,3.37572,1.26717,1.65155,0.94147,2.73512,2.24407,3.45404,3.72742,1.46042,-3.76458,1.83709,2.9228,0.68045,0.0255,0.66127,1.0145,1.98944,2.25857,2.42539,1.51739,-6.45397,4.55685,4.99694
Belarus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.2,-9.6,-7.6,-11.7,-10.4,2.8,11.40001,8.39999,3.4,5.8,4.72531,5.04527,7.04319,11.44974,9.4,9.99999,8.60001,10.2,0.2,7.79827,5.37871,1.68714,1.00347,1.72621,-3.82966,-2.52583,2.53162,3.14964,1.44621,-0.6729,2.43887,-4.69745
Belgium,4.97842,5.212,4.35158,6.95668,3.56066,3.15589,3.86815,4.19413,6.6298,5.58286,3.98583,5.2956,6.3817,4.56526,-1.96594,5.65275,0.62615,2.8419,2.34107,4.44405,-0.27928,0.59499,0.31184,2.46638,1.65179,1.82276,2.30666,4.72321,3.46917,3.1374,1.83307,1.53065,-0.96187,3.22697,2.38476,1.32145,3.79366,1.96181,3.54274,3.71668,1.09962,1.70688,1.03798,3.5712,2.32174,2.55235,3.67688,0.44693,-2.02074,2.86429,1.69451,0.73922,0.45924,1.57853,2.04146,1.26669,1.61958,1.79295,2.26157,-5.36259,6.28593,3.24784
Bulgaria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.90016,2.33457,3.43031,3.39644,2.68344,4.2076,6.05451,10.94469,-3.28988,-9.11738,-8.44536,-7.27239,-1.48021,1.81801,2.85505,5.20539,-14.11538,3.78912,-8.39609,4.58723,3.8237,5.87193,5.23715,6.51043,7.05635,6.80259,6.59138,6.11602,-3.27185,1.5418,2.10121,0.75493,-0.56049,0.96687,3.42805,3.03983,2.76217,2.68476,4.03814,-3.95861,7.63461,3.36125
Channel Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.96611,1.05229,1.32512,-7.96508,8.64677,-
Croatia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.04145,6.17852,2.25094,-0.84029,2.9588,3.11246,5.82302,5.59535,4.18265,4.3087,4.91806,4.96092,2.00186,-7.19344,-1.22378,-0.08661,-2.33166,-0.39783,-0.42936,2.52229,3.55936,3.41247,2.80068,3.42101,-8.58034,13.0722,6.33134
Czech Republic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-11.61494,-0.50654,0.0619,2.90931,6.50081,4.26542,-0.51833,-0.35657,1.38415,4.00103,3.04298,1.56986,3.58369,4.81426,6.60162,6.76693,5.57034,2.68641,-4.65733,2.4349,1.76036,-0.785,-0.0459,2.2621,5.38838,2.53728,5.16872,3.22009,3.02988,-5.50297,3.55272,2.46092
Denmark,6.37883,5.66682,0.63702,9.26994,4.55525,2.74091,5.53037,5.55308,6.50925,1.59684,3.005,3.92939,4.09295,-1.12239,-1.45664,5.92461,1.87029,2.22631,3.86911,-0.48299,-0.66612,3.68457,2.59607,4.16614,4.00375,4.90418,0.25427,-0.0136,0.64519,1.47524,1.39363,1.95701,0.01069,5.33246,3.02759,2.9001,3.26089,2.21816,2.94802,3.74686,0.82315,0.46635,0.39006,2.66822,2.33664,3.91301,0.90924,-0.51202,-4.90655,1.87099,1.33678,0.2265,0.93334,1.61939,2.34259,3.24596,2.82174,1.98954,1.49349,-1.99461,4.85571,3.81902
Estonia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.94301,13.05001,4.33983,-0.42503,10.08763,6.00367,6.77137,7.60027,6.80401,9.52643,9.76558,7.57914,-5.132,-14.62906,2.44427,7.26308,3.2282,1.45843,3.01137,1.85302,3.15556,5.79204,3.7842,3.73971,-0.551,8.01346,-1.28741
Faroe Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-4.303,-0.57694,3.70819,7.01665,5.85305,5.4327,0.97638,1.46992,3.51431,2.73155,4.95285,-2.62873,5.63492,-
Finland,7.60467,2.98195,3.2851,5.23869,5.30286,2.37282,2.16883,2.30329,9.59329,4.81374,2.35692,7.73549,6.98383,3.23653,1.8049,0.34438,0.23951,2.91971,7.12193,5.38905,1.31588,3.10809,3.11658,3.23769,3.5489,2.75563,3.57483,5.21715,5.08714,0.67028,-5.88633,-3.29466,-0.662,3.96305,4.21687,3.66718,6.3338,5.45718,4.37958,5.77336,2.61002,1.70715,2.00378,3.99209,2.77985,4.02741,5.29934,0.784,-8.07445,3.18596,2.54766,-1.39755,-0.9017,-0.36491,0.54366,2.81146,3.19241,1.13972,1.22475,-2.35497,3.04648,2.08378
France,4.98011,6.84347,6.23368,6.6521,4.86151,5.25184,4.92115,4.49131,7.10948,6.10868,5.31672,4.51137,6.34458,4.30092,-0.95988,4.35676,3.46431,3.97854,3.54999,1.57875,1.06902,2.5054,1.24086,1.51372,1.62278,2.33728,2.5619,4.74314,4.34386,2.92394,1.04818,1.59934,-0.62867,2.35834,2.1067,1.41299,2.3363,3.58866,3.42137,3.92367,1.98372,1.13553,0.82316,2.82975,1.66322,2.44932,2.42474,0.25495,-2.87331,1.94944,2.1927,0.31313,0.57633,0.95618,1.11291,1.09546,2.29142,1.86507,1.84297,-7.78459,6.81659,2.56239
Germany,-,-,-,-,-,-,-,-,-,-,3.1327,4.30034,4.77749,0.89007,-0.86674,4.94926,3.34722,3.00849,4.15036,1.40883,0.52924,-0.39484,1.57241,2.82295,2.32794,2.28734,1.40215,3.70724,3.89655,5.25501,5.10826,1.92308,-0.97685,2.39189,1.54415,0.80582,1.79216,2.01393,1.88726,2.9125,1.68147,-0.19797,-0.70012,1.17509,0.73171,3.81644,2.97646,0.95988,-5.69384,4.17988,3.92519,0.4185,0.43759,2.20954,1.49193,2.23,2.68023,0.98123,1.0566,-3.69679,2.62699,1.78521
Greece,13.20384,0.36481,11.84487,9.40968,10.76801,6.4945,5.66949,7.20372,11.56367,8.56525,7.84118,10.16015,8.09238,-6.43824,6.36681,6.8519,2.941,7.24686,3.28208,0.67713,-1.55372,-1.13265,-1.07862,2.01058,2.50956,0.51766,-2.25886,4.28786,3.8,0,3.1,0.7,-1.6,2,2.09972,2.86213,4.4842,3.89491,3.0726,3.91977,4.13161,3.92287,5.79453,5.06099,0.59914,5.65243,3.27375,-0.33517,-4.30073,-5.47822,-10.14931,-7.0867,-2.516,0.4757,-0.19609,-0.48717,1.09215,1.66843,1.88434,-9.00404,8.43443,5.91371
Hungary,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.06418,-0.57611,2.94715,1.48953,0.08241,3.14312,3.9,3.07103,4.47919,4.07409,4.74129,4.07425,5.00462,4.29428,3.94607,0.27737,1.00394,-6.59787,1.07625,1.86684,-1.25023,1.80252,4.23221,3.70732,2.201,4.27198,5.36235,4.86423,-4.53555,7.2,4.57791
Iceland,-0.08466,8.31371,10.28338,9.91654,7.37173,8.73593,-1.26726,-5.47491,2.37459,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.56712,5.77161,7.3628,4.03492,4.98504,4.0135,0.55952,2.14269,7.8024,6.12444,6.31699,8.45486,2.2095,-7.66381,-2.83277,1.84578,1.06364,4.55246,1.68722,4.43666,6.30369,4.19495,4.88917,1.80516,-7.24187,4.3334,6.44457
Ireland,-,-,-,-,-,-,-,-,-,-,3.46989,6.48981,4.72143,4.26023,5.65665,1.39481,8.2113,7.18673,3.07304,3.07933,3.32522,2.28347,-0.2443,4.35437,3.08561,-0.42833,4.66309,5.21741,5.81392,8.46653,1.92964,3.34327,2.69261,5.75583,9.63442,7.37962,11.02176,8.76612,10.52989,9.40352,5.30582,5.89937,3.01384,6.78814,5.73978,4.98785,5.31012,-4.48407,-5.09578,1.68297,0.83383,-0.00554,1.12569,8.64935,24.37045,2.00665,9.00534,8.52754,5.44094,6.18454,13.58825,11.96958
Isle of Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.41892,19.10554,9.89635,11.82936,6.84521,4.18698,1.60499,0.8,2.6,4,4.3,7.70001,8.59999,13.50001,13.7,5.3,5.4,6.2,6,5.2,5.9,7.7,7.5,4.9,2.1,3.4,2,7.30388,4.14187,5.15503,-0.3858,6.9523,2.83776,2.2134,0.25488,-8.83623,-,-
Italy,8.20725,6.20365,5.60973,2.7977,3.26802,5.98479,7.17861,6.54455,6.09806,5.26869,1.81811,3.69049,7.12586,5.50014,-2.09016,7.12539,2.5605,3.24014,5.95916,3.43002,0.84423,0.41359,1.1692,3.22585,2.79809,2.85997,3.19196,4.19438,3.38838,1.98577,1.53845,0.83428,-0.85281,2.15102,2.88684,1.26678,1.83021,1.81062,1.62573,3.78696,1.95137,0.25394,0.13863,1.42359,0.81785,1.79064,1.48707,-0.96201,-5.28094,1.7133,0.70733,-2.98091,-1.84107,-0.00455,0.7783,1.29346,1.66786,0.92581,0.4832,-8.97913,6.98677,3.67468
Kosovo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.03488,4.93992,6.31989,1.7122,5.34091,3.3488,5.91627,5.57176,4.82569,3.40663,4.75683,-5.34028,10.74561,3.51171
Latvia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.58802,8.83691,6.33594,2.75617,5.67574,6.32351,7.08813,8.42286,8.28415,10.72037,11.97184,9.94192,-3.24912,-14.26014,-4.45557,2.57371,7.04225,2.00797,1.90217,3.88526,2.36861,3.31248,3.99185,2.5697,-2.20299,4.06402,1.97619
Liechtenstein,-,-,-,-,-,-,-,-,-,-,1.66922,1.66922,1.66923,1.66922,1.66923,4.75867,4.75868,4.75868,4.75867,4.75867,4.81482,-1.59011,0.5386,4.28571,7.02055,4,9.23077,5.6338,4.49199,2.25287,1.80117,3.60829,4.3321,6.86614,5.87555,6.9053,7.22513,7.76126,10.41092,3.22019,-0.73309,-0.99392,-1.93757,3.03917,4.82808,8.64497,3.32596,1.79809,-1.15748,-,-,-,-,-,-,-,-,-,-,-,-,-
Lithuania,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.15846,8.31092,7.47576,-1.14157,3.69553,6.52611,6.75141,10.56596,6.56949,7.73237,7.41412,11.10748,2.61442,-14.83861,1.65124,6.03901,3.84386,3.55007,3.53701,2.02458,2.51883,4.2826,3.99331,4.6251,-0.02207,5.98085,1.8878
Luxembourg,3.82998,1.35868,3.43911,7.86583,-0.73493,1.1059,0.21673,4.18387,9.97286,11.09445,2.66723,6.5982,8.31267,4.21247,-6.57137,2.53433,1.56977,4.07497,2.34561,0.84088,-0.55096,1.1313,2.98908,6.18694,2.7917,9.98394,3.95097,8.46328,9.79807,5.31993,8.64419,1.81965,4.20065,3.82092,1.4322,1.39807,5.41983,6.67451,8.17518,6.93813,3.07435,3.22542,2.61938,4.23189,2.48287,6.01672,8.09867,-0.30018,-3.23895,3.76041,1.0443,1.6499,3.17179,2.62309,2.26978,4.97819,1.31719,1.21932,2.31993,-0.79744,5.10246,1.54871
North Macedonia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-6.17077,-6.5652,-7.46927,-1.75817,-1.11473,1.1851,1.43998,3.37874,4.33903,4.54914,-3.06726,1.49367,2.2226,4.67409,4.72409,5.13703,6.47349,5.472,-0.35861,3.35875,2.33989,-0.45618,2.92526,3.62912,3.85587,2.84821,1.08177,2.8806,3.91042,-6.11089,5.50602,2.14666
Malta,-,-,-,-,-,-,-,-,-,-,2.45399,5.83833,4.14614,10.0364,19.56008,17.01709,12.18417,11.16116,10.49077,7.04971,3.31176,2.28445,-0.61239,0.94237,2.58528,3.88519,4.11051,8.41424,8.17911,6.29139,6.25649,4.69093,4.48075,5.6511,6.34249,3.77734,5.25698,5.1256,4.71997,19.68179,-1.1748,2.56505,4.07457,0.1396,3.3833,2.51049,4.77535,3.82559,-1.13311,5.54357,0.46613,4.11866,5.47306,7.63312,9.60813,3.38112,10.92533,6.14023,7.00883,-8.61249,11.8059,6.85101
Moldova,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-5.87706,1.64706,-6.54219,-3.36825,2.10772,6.1,7.8,6.6,7.4,7.5,4.8,3,7.8,-6,7.1,5.81817,-0.58973,9.04387,4.99963,-0.33824,4.64601,4.17561,4.0756,3.55231,-8.27598,13.93,-5.94804
Monaco,-,-,-,-,-,-,-,-,-,-,5.22806,4.64831,6.55376,4.47461,-0.97264,4.41163,3.55324,3.95355,3.5342,1.68546,0.92238,2.43239,1.19497,1.48452,1.7087,2.45236,2.48457,4.5986,4.16366,2.64345,1.01513,1.36664,-0.91392,2.21562,2.11715,1.11073,2.23725,3.50327,3.30054,3.91023,2.18773,1.0265,1.08754,2.47048,1.89541,5.80394,14.4289,0.66684,-11.3,2.1,7,1.01222,9.57489,7.18919,4.86347,3.45155,-3.50096,5.95627,6.90567,-12.96513,21.55356,-
Netherlands,0.29555,6.84351,3.62462,8.2749,8.64309,2.7411,5.28001,6.41613,6.42945,6.14018,4.31698,3.53387,5.44422,3.43872,0.00203,4.45631,2.52044,2.69625,2.01417,1.34191,-0.78361,-1.24076,2.06996,3.06168,2.58018,2.78698,1.93125,3.44122,4.42012,4.18322,2.43913,1.70607,1.25755,2.96109,3.11604,3.49874,4.32905,4.66392,5.03405,4.19564,2.32696,0.21727,0.15565,1.98495,2.05088,3.46099,3.77284,2.17032,-3.66688,1.34274,1.55119,-1.03035,-0.13018,1.4234,1.95917,2.19171,2.9109,2.36092,1.95559,-3.88608,4.86322,4.47824
Norway,6.27334,2.81395,3.78504,5.00965,5.28561,3.78651,6.25608,2.25988,4.50461,2.34478,5.67361,5.3306,4.53293,3.92218,4.9521,5.82553,4.16071,3.86935,4.37251,4.56424,1.59834,0.23532,3.97301,6.05238,5.5534,4.04211,1.7535,-0.25513,1.03825,1.93229,3.08444,3.57446,2.84518,5.05527,4.15564,5.02796,5.28456,2.66869,2.07205,3.31895,2.06713,1.37756,0.94491,4.01463,2.68508,2.46151,2.914,0.48192,-1.94036,0.78705,1.10566,2.71796,1.01619,2.04813,1.85734,1.16472,2.46375,0.82893,1.12375,-1.27817,3.8984,3.28056
Poland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-7.01558,2.51498,3.73831,5.2928,7.10287,6.11554,6.449,4.64051,4.65489,4.56099,1.25857,2.03586,3.49839,4.98284,3.50683,6.13114,7.06153,4.19998,2.83218,2.93464,5.04219,1.54522,0.85656,3.83696,4.3833,2.95351,5.14002,5.94521,4.45004,-2.02012,6.84776,4.87402
