Country Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Malawi,7.6396,0.66836,-1.39108,2.6611,13.61649,13.24904,7.28155,-1.92308,5.88236,0.4793,16.21856,6.23135,2.30066,7.17596,6.08682,4.99773,4.91803,9.74507,4.39615,0.40675,-5.29012,2.50345,3.71871,5.3603,4.57098,-0.2148,1.62524,3.17729,1.34469,5.69229,8.73023,-7.33298,9.69184,-10.24018,16.72882,7.31668,3.79242,3.89525,3.04228,1.57608,-4.97496,1.7,5.70564,5.4205,3.26873,4.7,9.6,7.63974,8.32811,6.87407,4.93267,1.9,5.41035,5.62527,2.8,2.5,4,4.39169,5.44818,0.8,2.7514,0.92344
Mali,-,-,-,-,-,-,-,3.70841,0.231,6.13695,2.569,5.84402,-1.45512,-1.52883,11.62505,13.62344,6.34865,-1.46348,10.39568,-4.32584,1.5088,-7.37843,1.82087,-0.28701,20.28663,2.69262,-0.13916,7.38972,4.17739,-2.5024,11.7452,-3.21866,3.17217,3.77993,0.92102,7.05579,4.82902,7.57167,5.70094,-0.06083,15.37624,3.10631,9.11904,1.56,6.53478,4.66219,3.49362,4.77315,4.80632,5.31394,3.21313,-0.83673,2.29507,7.08468,6.1718,5.8523,5.30546,4.74648,4.75616,-1.23545,3.05261,3.68748
Mauritania,-,0.72661,-1.98377,27.69089,16.13833,0.23096,3.56713,10.19644,1.24853,11.98593,1.84289,-0.73291,-4.58476,12.16261,-5.13437,8.5461,-1.87859,-0.50471,4.79004,3.37121,3.45029,-2.33992,3.73534,-3.22686,2.99476,5.71358,1.90038,1.7204,4.77759,-1.7713,1.78809,1.87413,5.87364,-3.06073,9.8198,5.81883,-4.0447,2.7778,3.67318,-3.91803,-0.79949,1.38148,6.92827,4.73276,8.56629,18.3332,-1.96942,-0.33108,0.09788,2.62023,4.17278,4.47001,4.15081,4.27482,5.37634,1.26091,6.27055,4.77217,5.29664,-0.93852,2.44537,5.2
Mauritius,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.54762,3.83081,3.51653,-10.06126,5.88235,5.49708,0.3838,4.69839,6.95448,9.74203,8.89104,6.79135,4.46515,7.18674,4.43545,6.5127,5.08206,4.13614,4.28774,5.58784,5.68748,6.07194,2.61093,8.20279,3.34754,1.61492,5.92545,4.33002,1.77754,4.86554,5.72702,5.38696,3.31508,4.3772,4.07754,3.49612,3.36041,3.82697,3.69056,3.86247,3.93798,4.00674,2.89128,-14.5974,3.39938,8.69074
Morocco,-,-,-,-,-,-,10.02884,9.89174,8.36217,4.71346,5.59689,2.43724,3.55931,5.59605,7.55822,10.81278,6.05917,2.23266,4.79379,3.64216,-1.74343,8.95737,1.38657,6.41839,6.00765,9.27111,-0.325,11.87524,2.8462,3.41181,7.21609,-2.09774,-0.74059,10.588,-5.40545,12.37288,-1.5607,7.23855,1.69706,2.58218,7.72183,3.7302,6.1711,4.57138,3.19225,7.79082,3.44107,5.68454,3.74577,3.49956,5.52465,3.06234,4.12221,2.71924,4.34458,0.52119,5.0579,3.06564,2.89097,-7.18708,7.92967,1.07997
Mozambique,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-6.9,-15.7,-6.5,1,-2.3,14.7,8.2,6.5,0.99999,4.92545,-6.12472,10.59853,6.5334,2.25976,11.20252,11.30107,9.93125,11.69852,1.1803,12.08687,9.29105,6.87853,7.91641,6.64591,9.69437,7.72975,7.31776,6.3182,6.50235,7.41738,7.25844,6.96361,7.39851,6.72328,3.82421,3.74132,3.44381,2.31444,-1.19855,2.32752,4.14841
Namibia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.97145,-0.39809,-1.82345,-0.23689,0.46417,4.76727,3.55377,0.81315,1.85867,2.04746,8.16561,7.18934,-1.57954,1.72988,3.89901,3.19132,4.2201,3.29159,3.36928,3.49218,1.17795,4.78866,4.23979,12.26955,2.52926,7.07318,5.37404,2.64981,0.29597,6.03925,5.09134,5.06168,5.61472,6.09252,4.26417,0.03379,-1.02725,1.05994,-0.83915,-8.1014,3.52466,4.56029
Niger,4.54639,10.27871,9.42823,0.13104,6.91976,-0.3825,0.12287,0.38349,-5.48595,3.05578,5.67932,-5.16627,-17.04758,8.77524,-2.79319,0.6782,7.76458,13.47261,7.147,-2.45504,-0.17767,2.17446,-3.86363,-16.81984,7.71813,6.35214,0.08828,6.87115,0.95705,-1.30848,-0.43949,2.00075,0.32166,1.85478,2.45724,0.10053,1.52748,9.97261,-0.21956,-1.20848,7.26813,4.91847,2.17061,0.3638,7.33187,5.93105,3.14272,7.73141,1.9626,8.57817,2.35776,10.54894,5.31513,6.64214,4.39265,5.74089,5.00136,7.2108,5.9414,3.55023,1.38713,11.5
Nigeria,0.1918,4.10299,8.57862,4.95049,4.88498,-4.25051,-15.74363,-1.24836,24.19738,25.00724,14.23753,3.36426,5.39276,11.16067,-5.22775,9.04235,6.02412,-5.76416,6.75943,4.20483,-13.12788,-6.80339,-10.92409,-1.11562,5.91303,0.06095,3.20013,7.33403,1.91938,11.77689,0.35835,4.63119,-2.03512,-1.81492,-0.07266,4.19592,2.9371,2.58125,0.58413,5.01593,5.91768,15.32916,7.34719,9.25056,6.43852,6.05943,6.59113,6.76447,8.03693,8.00566,5.30792,4.23006,6.67134,6.30972,2.65269,-1.61687,0.80589,1.92276,2.20843,-1.79425,3.64719,3.25168
Rwanda,-4.29753,11.3338,-9.82044,-12.46499,7.00953,7.00891,6.91602,7.01378,11.00737,6.00143,1.20664,0.26307,3.43809,1.40982,-2.11383,19.50458,1.99411,9.15084,11.86991,8.95161,5.4362,1.81085,5.98035,-4.24077,4.40275,5.47214,-0.02404,4.49882,-0.03653,-2.39929,-2.51438,5.87273,-8.10869,-50.24807,35.22408,12.7457,13.84975,8.85867,4.35189,8.37092,8.48454,13.19207,2.2024,7.44769,9.3779,9.22707,7.63328,11.16126,6.24826,7.33465,7.95838,8.64152,4.71986,6.16716,8.85685,5.97076,3.93661,8.53984,9.46403,-3.37399,10.87673,8.15749
Sao Tome and Principe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.36019,8.29152,3.53791,6.61462,8.86611,3.64147,6.22879,2.42628,6.67198,4.3982,3.14198,4.81479,6.54993,3.91134,4.16477,3.84898,2.94527,2.21086,3.02457,1.87792,0.92714
Senegal,2.99345,-0.13624,1.86448,3.88393,1.33219,2.87676,-1.21979,6.29077,-6.55414,8.56205,-0.14045,6.38321,-5.58324,4.20078,7.53566,8.9205,-2.68291,-3.95393,7.00169,3.98776,5.18023,8.01038,-5.64746,3.93584,3.46308,3.12699,6.25586,-0.81658,3.97378,-0.74628,2.65996,1.32023,1.36021,-0.04752,5.46858,2.01998,3.0456,5.89848,6.28331,3.88721,4.31085,0.0687,5.59395,4.64329,4.31024,2.33077,2.82712,3.70317,2.7521,3.39089,1.33409,4.003,2.41239,6.22407,6.36704,6.35607,7.40749,6.20924,4.61363,1.34207,6.53967,4.15386
Seychelles,-4.88228,8.40858,10.1356,5.91925,-1.06057,13.89651,0.50474,7.55324,0,8.87187,15.85178,6.30831,9.05419,1.30285,3.17741,16.27765,-6.19023,21.15169,15.79434,-5.10068,-3.87678,-2.07107,-0.61624,4.30562,10.29374,0.76195,4.87455,5.32641,10.28565,7.45477,2.76043,7.17304,7.30337,-2.43657,0.48504,9.99795,12.19364,2.46744,1.87201,4.2532,-2.27116,1.21283,-5.88713,-2.85045,9.00576,9.40613,8.87607,-2.72595,-2.47938,4.50513,9.50978,3.11068,1.25373,4.06369,4.19459,5.10483,2.78394,3.70943,4.87695,-8.64921,5.4,8.8
Sierra Leone,1.80904,4.54097,1.69972,6.68524,7.18016,1.7,0.03628,2.01992,8.52545,8.62049,3.46592,0.90023,2.25662,3.49983,1.66922,-0.44918,0.04668,2.40633,4.51127,4.8435,2.88143,4.78176,-2.1028,4.09303,-5.31134,1.23605,7.23127,-7.08,0.73,3.35,2.35196,-19.01291,1.37455,-1.94739,-7.99975,1.75382,-5.87708,1.78501,-1.97929,6.65273,-6.34546,26.52413,9.48363,6.47885,4.3535,4.28311,7.97657,5.43589,3.20943,6.63749,6.00983,15.20175,21.07901,4.55925,-20.49107,6.34673,3.7538,3.4729,5.25375,-1.96849,4.1047,3.50074
Somalia,-3.26198,7.07666,2.8088,-6.11062,-5.94368,9.09865,5.94094,2.02998,-1.69957,4.58141,2.62902,10.10085,-1.9513,-18.26638,30.0737,-1.01672,23.30749,3.72749,-2.70847,-3.90139,5.6627,4.07229,-8.75367,3.55495,8.15244,3.35276,5.0969,-0.55327,-0.17591,-1.48408,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.7942,15.04994,8.53229,2.34958,7.53097,7.45652,2.48937,4.04911,4.79878
South Africa,3.84473,6.17793,7.37371,7.93961,6.1228,4.43839,7.19652,4.15337,4.7159,5.24866,4.27893,1.65483,4.57194,6.11112,1.69543,2.24986,-0.09398,3.01448,3.79052,6.62058,5.36079,-0.38342,-1.84656,5.09915,-1.21154,0.01785,2.10073,4.20011,2.3948,-0.31776,-1.01824,-2.13703,1.23356,3.2,3.1,4.3,2.6,0.5,2.4,4.2,2.7,3.70037,2.94908,4.55456,5.27705,5.60381,5.36047,3.19104,-1.53809,3.03973,3.16856,2.39623,2.48547,1.41383,1.32186,0.66455,1.15795,1.52233,0.30345,-6.34247,4.9131,2.0423
South Sudan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.04164,5.49342,-4.64032,-46.08212,13.12973,3.37365,-10.79336,-,-,-,-,-,-,-
Sudan,0.02239,6.91584,-2.84697,-1.12045,6.77707,-3.57515,1.42408,1.96322,1.38935,5.92507,2.24731,-5.07099,0.6322,11.44529,15.71347,16.66522,6.22385,-5.93099,-5.0186,1.52431,7.43756,5.95867,2.0625,-5.00891,-6.28104,5.41381,14.22088,-0.33109,8.93139,-5.47005,7.51091,6.57786,4.56875,1.00623,5.99709,5.91912,18.31266,4.3085,3.1041,6.34587,6.50036,6.00647,6.28881,5.14089,5.64352,6.53141,5.73527,3.84674,-2.7677,3.85824,-3.21353,-17.00469,1.95514,4.66138,1.91018,3.46764,0.70926,-2.68093,-2.17825,-3.6298,-1.86852,-0.95341
Eswatini,-,-,-,-,-,-,-,-,-,-,13.74363,5.42429,9.01867,5.74349,13.90844,-2.11944,1.00959,1.32713,3.10695,12.44905,14.64144,1.17257,1.20235,6.16176,3.79242,12.26448,14.60659,6.56982,12.9111,21.018,1.76038,3.22621,3.10611,2.40069,4.82565,3.84205,3.10281,2.60404,2.95088,1.76017,1.05476,4.3801,3.88021,3.62391,5.99878,5.99217,4.43538,0.82166,1.56505,3.79375,2.24723,5.39663,3.86121,0.92323,2.22748,1.06261,2.02658,2.3801,2.69217,-1.55964,7.88331,3.91454
Tanzania,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.76444,7.04507,2.07199,0.58432,1.2058,1.56766,3.56991,4.54437,3.52528,3.70851,4.86386,4.52078,6.07081,7.09319,6.67279,7.50381,7.47632,6.53222,6.76854,5.68642,5.26911,6.33652,7.67216,4.50015,6.78159,6.73246,6.16063,6.86712,6.77291,5.45758,5.8,1.99196,4.32138,4.55803
Togo,12.16932,3.77365,4.99969,14.28601,15.45971,9.40872,5.50037,5.02369,10.83087,2.5243,0,7.62516,3.83748,4.83285,2.44054,-2.05152,6.95909,11.04543,-5.16774,14.57696,-3.31519,-3.5824,-5.41401,5.55556,5.55555,1.5865,0.51016,6.64237,4.06002,-0.24366,-0.69997,-3.98069,-15.09583,14.98241,7.84583,8.83621,14.37738,-2.29988,2.48175,-0.78348,0.82344,3.82662,6.72017,-0.97867,-4.6663,2.65013,-1.17512,4.06225,5.53791,6.09926,6.3982,6.54351,6.11234,5.92059,5.74287,5.55908,4.34775,5.13847,4.92293,1.97574,5.99157,5.81054
Tunisia,-,-,-,-,-,3.45487,0.16195,10.40973,4.74782,4.66963,10.5602,17.74272,-0.65464,8.07478,7.1561,7.87685,3.4111,6.44047,6.56752,7.41874,5.51407,-0.49374,4.68192,5.74884,5.64857,-1.44699,6.70137,0.07216,1.7467,7.94982,3.90455,7.80573,2.18983,3.17841,2.35167,7.14608,5.44094,4.78376,6.05463,4.70997,3.79627,1.32256,4.7024,6.23579,3.48655,5.2441,6.70952,4.23778,3.04345,2.97113,-2.04663,4.21668,2.42993,3.09033,0.9677,1.11743,2.23784,2.62483,1.58801,-8.81788,4.40536,2.52176
Uganda,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.74456,-0.34468,-3.30638,0.39009,3.9619,8.26707,6.36194,6.47414,5.5541,3.41836,8.32629,6.40364,11.52324,9.07211,5.1,4.90527,8.05395,3.14191,5.18366,8.73269,6.47326,6.80723,6.33257,10.78474,8.41243,8.70875,6.80152,5.63761,9.39166,3.83746,3.58691,5.10631,5.18786,4.781,3.13141,6.30392,6.43875,2.95131,3.53658,4.65013
Zambia,1.36138,-2.49084,3.27239,12.21405,16.64746,-5.57031,7.9197,1.24833,-0.43692,4.79711,-0.08604,9.20887,-0.96205,6.42816,-2.26933,6.22098,-4.56424,0.55376,-3.02393,3.03562,6.16796,-2.81278,-1.96669,-0.33683,1.61531,0.72389,2.67566,6.28075,-1.0235,-0.48107,-0.03613,-1.73092,6.79727,-8.62544,2.89767,6.21855,3.81401,-0.38575,4.65019,3.89732,5.31687,4.50601,6.94497,7.0324,7.2356,7.90369,8.35244,7.7739,9.22035,10.29822,5.5646,7.59759,5.05723,4.69799,2.92038,3.77668,3.50434,4.03449,1.44131,-2.78506,4.59873,4.74494
Zimbabwe,6.31616,1.43447,6.24434,-1.10617,4.91057,1.52313,8.36701,1.97013,12.42824,22.56515,8.91759,8.32977,2.60471,6.62515,-1.93122,0.46484,-6.8607,-2.70692,3.29704,14.42068,12.52542,2.6343,1.58531,-1.90736,6.94439,2.09903,1.15074,7.55237,5.19977,6.98855,5.53178,-9.01557,1.05146,9.2352,0.15803,10.3607,2.68059,2.88521,-0.81782,-3.05919,1.43962,-8.89402,-16.99507,-5.80754,-5.71108,-3.4615,-3.65333,-17.66895,12.01956,21.45206,14.62021,15.74488,3.19673,1.48454,2.02365,0.90096,4.08026,5.00987,-6.33245,-7.81695,8.46802,3.4
Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.96552,0.40984,-0.40816,-4.09836,1.85185,-2.65734,-4.16667,0.29985,0,-4.33483,-2.5,1.76282,3.14961,-1.67939,-6.98758,2.67112,-0.4878,5.06536,-1.86625,-
Australia,2.48266,1.29461,6.21611,6.98006,5.98044,2.37904,6.30495,5.09403,7.04558,7.17592,4.00093,3.91028,2.61938,4.10697,1.33631,2.58877,3.59483,0.89315,4.05003,3.03559,3.33949,3.32485,-2.22454,4.59174,5.27824,3.96627,2.55926,5.75734,3.87543,3.57649,-0.38307,0.42862,4.04743,3.98092,3.88711,3.85684,3.91284,4.61336,4.95632,3.90117,2.04142,3.99359,3.1114,4.21663,3.15375,2.74064,3.77792,3.56827,1.87049,2.20657,2.39139,3.90201,2.57875,2.57902,2.15274,2.73055,2.28218,2.88305,2.1714,-0.05089,2.23621,3.61759
Fiji,3.51758,3.6061,6.35877,4.87728,-2.70027,0,13.35183,7.91622,2.59641,12.70271,6.88899,7.48528,11.61287,2.60115,0.53021,2.73616,5.90401,1.8634,12.22482,-1.60346,6.32999,-5.97849,-3.96012,8.39302,-4.61347,7.74991,-6.61502,0.95575,7.43863,5.8,-2.7,6.1,2.13003,5.1,2.5,4.8,-2.2,1.3,8.8,-1.7,2,3.2,1,5.3,0.7,1.85248,-0.85065,1.03279,-1.38604,2.95467,2.70514,1.41131,4.73422,5.60351,4.5012,2.44565,5.35336,3.81235,-0.58195,-17.00023,-5.11161,16.12485
French Polynesia,-,-,-,-,-,9.57658,-4.73917,14.9308,-2.68594,1.62671,12.00241,-4.69508,7.80256,18.00105,-4.9027,8.20362,2.07899,9.89256,3.92592,0.4849,2.64602,1.69859,2.41966,2.36029,-1.17079,13.54779,1.26983,-3.59863,2.15788,0.12988,3.65553,-1.45739,-1.29768,-1.66633,-0.38897,-0.66854,-0.12281,1.73337,1.89053,3.24541,-0.3416,0.84618,2.12693,0.97126,0.30997,0.88958,1.70498,0.00677,-4.23139,-2.46606,-2.96196,-0.92754,0.3988,0.59355,1.80334,2.3022,4.29263,1.73709,2.69042,-6.99999,2.39999,-
Guam,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.87931,6.49379,3.64232,-3.65252,0.71721,2.03459,0.43868,2.26325,0.07765,2.13385,1.69041,1.79305,0.82569,0.18198,0.8901,-0.79222,2.59528,-11.39218,1.0581,-
Kiribati,-,-,-,-,-,-,-,-,-,-,-2.29006,12.07923,20.90988,45.30275,5.34442,-26.76823,-4.61263,1.05959,-11.58499,-16.50773,0,0.89286,-2.65487,1.81818,-4.46429,0.93458,0.92593,9.17431,-3.36134,-0.86957,0,0.87719,0.86957,1.72414,0,1.69492,1.66667,6.55738,-1.53846,6.25,-1.47059,3.78746,2.00632,-1.62936,4.95163,-0.0493,2.03495,-2.09144,0.80282,-1.12026,1.76258,5.13614,4.16157,-1.09629,9.86517,-0.4782,0.18603,5.11364,-2.16216,-1.65746,7.86517,1.5625
Marshall Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.83123,15.508,3.86603,-6.25729,24.5425,9.36375,7.78905,-1.69161,2.67625,0.08783,7.14086,6.00624,5.87773,8.21325,-10.30295,-6.44566,-0.81939,-1.25514,1.35408,6.82609,3.74145,-1.61588,1.32748,1.77301,0.2025,3.39202,-7.64642,3.67332,5.42162,-0.30724,-1.29271,3.67968,-1.11993,2.11111,2.0161,3.41042,4.19402,10.83921,-1.8416,1.1148,1.5
Micronesia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.19976,2.5489,3.52601,3.74093,7.42734,4.00802,8.14066,-0.53452,7.01446,-3.18237,-6.06094,2.85052,1.37444,4.8339,2.1676,0.547,1.57212,-3.08015,2.04187,-0.08106,-1.83619,-2.40849,1.0931,2.25939,3.18857,-1.86682,-3.67977,-2.30578,4.62188,0.90018,2.68219,0.21165,1.1748,-1.76542,-3.18819,-0.61957
Nauru,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-7.84314,-8.51064,-6.97674,65,-6.06061,-1.6129,9.83607,31.34328,4.54545,15.21739,-5.66038,8,-6.48148,7.92079,8.25688,4.23729,3.25203,2.3622
New Caledonia,-,-,-,-,-,-3.84858,5.40079,14.26255,15.71631,30.99929,6.99922,3.3985,-11.19931,12.70112,6.49947,2.3,1.89982,9.80001,-13.60001,-0.39999,-7,2.39999,-2,1.8,4.5,-1,5.7,34.6,11,3.6,4.90003,0.51999,0.52979,2.59019,5.94003,0.44988,2.00715,-3.20028,0.90017,2.10011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-1.4,-2.4,-2.1,-
New Zealand,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.31856,2.19177,1.28425,4.65565,0.92968,3.49152,4.7927,1.61533,2.70564,0.97084,-0.35368,0.16141,0.15314,-1.09079,1.09383,6.39153,5.11925,4.72208,3.61567,2.0792,0.85909,5.37536,2.87134,3.41088,4.71396,4.72848,4.08896,3.35332,2.79846,3.06512,-1.21071,-0.11207,1.46675,2.22158,2.27303,2.76492,3.81084,3.73643,3.80176,3.52441,3.52518,2.44598,-0.65392,5.16785,2.15698
Northern Mariana Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.34317,-3.07798,-12.70289,-6.87146,-6.68403,-11.06977,-17.57322,1.39594,-7.38423,0.81081,2.68097,4.17755,3.38346,29.21212,23.17073,-19.26885,-11.32075,-29.68085,-,-
Palau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.44011,3.57939,-3.26338,4.85603,3.95986,-0.40564,2.02114,-5.78191,-6.59047,0.21609,6.68367,1.6726,-3.38731,6.29387,7.53906,-0.08337,-4.07881,0.10811,0.39597,-9.10721,-13.33333,-
Papua New Guinea,6.18111,6.3741,4.07252,8.57028,10.26852,5.81376,4.07046,4.35959,8.27346,10.84281,6.29519,5.64355,6.52926,2.61053,-0.87988,-3.38845,0.83482,8.54986,1.8324,-2.30345,-0.27483,0.35294,3.22316,-0.35473,4.00019,4.69306,2.77049,2.90924,-1.41958,-3.01217,9.5469,13.84909,18.20229,5.94211,-3.31245,7.7337,-3.90439,-3.76911,1.85555,-2.49484,-0.12129,-0.1589,2.1641,2.72118,6.3448,5.40994,7.81519,-0.29646,6.80042,10.12845,1.10754,4.65712,3.82495,13.54377,6.57836,5.48957,3.53461,-0.27925,4.48043,-3.16738,0.1,4.6
Samoa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43104,1.28756,3.9195,5.50458,0.4831,-1.4423,3.70731,-4.42145,-2.30001,-0.19999,4.09999,-2.5421,6.67364,7.17897,0.64343,2.19489,2.18543,5.09304,7.39013,5.65196,5.21263,3.08726,6.6392,2.13213,0.48598,3.5561,-0.54168,6.12472,3.84908,-3.73213,0.10729,0.65992,3.85036,7.98386,1.40628,-0.60965,4.45186,-3.10844,-7.08459,-6.02201
Solomon Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.79702,-1.66957,3.89059,0.1702,-3.13232,-0.20143,8.42131,1.2502,4.26426,2.2,6,12.7,4,8.1,10.08862,1.60991,-0.91408,1.29151,-0.48573,-14.277,-7.95661,-2.79998,6.52347,7.6833,7.35784,4.13828,3.63967,6.22597,2.86427,9.70839,7.42995,2.47188,5.2317,1.18922,1.67615,5.55473,3.07535,2.746,1.74951,-3.38112,-0.56974,-4.06244
Tonga,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.74127,1.9824,1.73839,6.55846,2.11866,2.98564,-1.88187,0.38991,-2.04409,6.41495,0.25198,3.73806,4.95252,7.37854,1.80553,1.22345,2.45876,3.71088,0.87599,3.74893,4.84801,2.30805,-2.4107,0.08103,-0.14864,0.2711,4.75017,-5.19911,0.80349,6.81828,0.8231,0.31231,2.0187,1.17189,6.571,3.32243,0.24123,0.70648,0.48865,-2.66751,-
Tuvalu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.60918,2.78879,4.11082,10.28338,-5.00445,-5.96137,10.0033,15.50117,-1.56387,-0.97049,0,9.52381,-4.34783,-2.27273,-4.65116,2.43902,7.14286,6.66667,-6.25,-2.22222,6.81818,-2.12766,4.34783,0,10.41667,5.66038,2.44848,1.38725,13.82198,-4.27483,1.80406,0.67733
Vanuatu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-11.39981,4.37796,1.97988,3.00963,9.57499,1.00162,-0.15046,-2.89393,-1.69288,1.53189,11.6957,3.14764,2.58541,0.73545,9.08147,1.00395,2.32734,4.90681,1.17685,0.33729,5.92481,-3.39758,-5.19832,4.28834,3.98739,5.30533,8.4607,2.87589,5.60099,3.0373,1.25887,3.1398,1.01005,0.46339,3.13687,0.36652,4.68876,6.31731,2.90023,3.24119,-4.99249,0.64865,1.84897
